,jurisdiction_of_occurrence,mmwryear,mmwrweek,week_ending_date,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death,flag_otherresp,flag_otherunk,flag_nephr,flag_inflpn,flag_cov19mcod,flag_cov19ucod,flag_sept,flag_diab,flag_alz,flag_clrd,flag_stroke,flag_hd,flag_neopl,flag_allcause,flag_natcause
400,Colorado,2019,11,3/16/2019,819.0,725.0,13.0,163.0,18.0,40.0,19.0,67.0,18.0,13.0,,127.0,48.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
401,Colorado,2019,12,3/23/2019,809.0,705.0,,150.0,19.0,33.0,17.0,44.0,12.0,,,176.0,38.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
402,Colorado,2019,13,3/30/2019,782.0,691.0,11.0,134.0,14.0,39.0,14.0,63.0,14.0,15.0,,147.0,45.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
403,Colorado,2019,14,4/6/2019,747.0,647.0,,156.0,20.0,46.0,,47.0,,10.0,,140.0,40.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
404,Colorado,2019,15,4/13/2019,804.0,709.0,,158.0,19.0,32.0,18.0,68.0,,11.0,,155.0,46.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
405,Colorado,2019,16,4/20/2019,757.0,664.0,,133.0,15.0,35.0,,62.0,12.0,,,158.0,36.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
406,Colorado,2019,17,4/27/2019,726.0,626.0,,143.0,15.0,29.0,13.0,42.0,11.0,14.0,,144.0,51.0,0.0,0.0,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
407,Colorado,2019,18,5/4/2019,781.0,689.0,11.0,167.0,20.0,30.0,,37.0,15.0,,,166.0,38.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,
408,Colorado,2019,19,5/11/2019,716.0,630.0,,161.0,18.0,24.0,14.0,40.0,12.0,,,132.0,38.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
409,Colorado,2019,20,5/18/2019,768.0,680.0,,162.0,16.0,33.0,,56.0,10.0,12.0,,138.0,44.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
410,Colorado,2019,21,5/25/2019,801.0,716.0,,173.0,16.0,42.0,,48.0,12.0,,,161.0,28.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
411,Colorado,2019,22,6/1/2019,765.0,675.0,,174.0,20.0,42.0,,44.0,10.0,,,152.0,33.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
412,Colorado,2019,23,6/8/2019,793.0,671.0,,151.0,22.0,40.0,,34.0,14.0,,,175.0,33.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
413,Colorado,2019,24,6/15/2019,714.0,626.0,,151.0,12.0,18.0,,62.0,11.0,11.0,,152.0,29.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
414,Colorado,2019,25,6/22/2019,748.0,655.0,,156.0,23.0,34.0,,48.0,,,,138.0,41.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
415,Colorado,2019,26,6/29/2019,723.0,621.0,,142.0,21.0,19.0,,60.0,16.0,10.0,,147.0,35.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
416,Colorado,2019,27,7/6/2019,740.0,621.0,,141.0,20.0,31.0,,50.0,16.0,,,154.0,45.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
417,Colorado,2019,28,7/13/2019,707.0,614.0,11.0,135.0,20.0,28.0,,43.0,,,,143.0,48.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,
418,Colorado,2019,29,7/20/2019,704.0,590.0,,146.0,15.0,26.0,,29.0,13.0,10.0,,129.0,40.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
419,Colorado,2019,30,7/27/2019,713.0,604.0,,161.0,21.0,26.0,,44.0,,13.0,,128.0,38.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
420,Colorado,2019,31,8/3/2019,765.0,670.0,,178.0,16.0,28.0,,48.0,,,,151.0,31.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
421,Colorado,2019,32,8/10/2019,687.0,576.0,12.0,131.0,18.0,43.0,,41.0,13.0,10.0,,125.0,32.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,,,,
422,Colorado,2019,33,8/17/2019,701.0,603.0,,155.0,20.0,37.0,,40.0,,,,131.0,34.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
423,Colorado,2019,34,8/24/2019,741.0,642.0,,156.0,17.0,41.0,,33.0,,,,142.0,38.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
424,Colorado,2019,35,8/31/2019,699.0,607.0,,140.0,17.0,34.0,,47.0,,,,131.0,36.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
425,Colorado,2019,36,9/7/2019,774.0,670.0,,168.0,19.0,46.0,,45.0,14.0,,,146.0,33.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
426,Colorado,2019,37,9/14/2019,733.0,629.0,,138.0,20.0,42.0,,35.0,,13.0,,151.0,35.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
427,Colorado,2019,38,9/21/2019,747.0,665.0,,161.0,17.0,40.0,,39.0,19.0,13.0,,156.0,36.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
428,Colorado,2019,39,9/28/2019,712.0,626.0,14.0,142.0,19.0,30.0,10.0,42.0,,15.0,,140.0,30.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,,
429,Colorado,2019,40,10/5/2019,730.0,634.0,,148.0,13.0,42.0,,41.0,15.0,12.0,,132.0,33.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
430,Colorado,2019,41,10/12/2019,769.0,676.0,12.0,152.0,19.0,37.0,,45.0,,10.0,,167.0,33.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,,,,
431,Colorado,2019,42,10/19/2019,817.0,723.0,11.0,168.0,22.0,46.0,,48.0,15.0,15.0,,164.0,34.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,,,,
432,Colorado,2019,43,10/26/2019,792.0,696.0,,155.0,17.0,41.0,,56.0,12.0,,,161.0,55.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
433,Colorado,2019,44,11/2/2019,752.0,661.0,11.0,140.0,30.0,37.0,,55.0,19.0,,,123.0,31.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,
434,Colorado,2019,45,11/9/2019,788.0,691.0,,157.0,20.0,53.0,,43.0,,,,160.0,39.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
435,Colorado,2019,46,11/16/2019,795.0,691.0,,160.0,21.0,35.0,,42.0,13.0,12.0,,156.0,49.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
436,Colorado,2019,47,11/23/2019,763.0,685.0,,167.0,24.0,36.0,,54.0,10.0,,,156.0,31.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
437,Colorado,2019,48,11/30/2019,739.0,660.0,,157.0,31.0,35.0,11.0,47.0,11.0,,,157.0,42.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
438,Colorado,2019,49,12/7/2019,750.0,655.0,,165.0,18.0,38.0,,48.0,,,,161.0,46.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
439,Colorado,2019,50,12/14/2019,785.0,698.0,11.0,172.0,20.0,51.0,,53.0,14.0,,,152.0,50.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,
440,Colorado,2019,51,12/21/2019,807.0,702.0,13.0,149.0,22.0,51.0,10.0,52.0,,,,147.0,45.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
441,Colorado,2019,52,12/28/2019,842.0,745.0,,163.0,30.0,50.0,,43.0,14.0,,,168.0,49.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
442,Colorado,2020,1,1/4/2020,854.0,759.0,,157.0,19.0,33.0,,53.0,20.0,13.0,10.0,177.0,46.0,0.0,0.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
443,Colorado,2020,2,1/11/2020,873.0,771.0,,176.0,25.0,41.0,16.0,48.0,,11.0,,168.0,47.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
444,Colorado,2020,3,1/18/2020,848.0,751.0,10.0,185.0,21.0,30.0,16.0,61.0,13.0,12.0,,164.0,49.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
445,Colorado,2020,4,1/25/2020,852.0,748.0,,180.0,21.0,39.0,27.0,60.0,21.0,17.0,,146.0,40.0,0.0,0.0,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
446,Colorado,2020,5,2/1/2020,792.0,706.0,,163.0,17.0,44.0,11.0,47.0,,11.0,,146.0,51.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
447,Colorado,2020,6,2/8/2020,844.0,755.0,,178.0,26.0,43.0,17.0,59.0,15.0,10.0,,154.0,35.0,0.0,0.0,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
448,Colorado,2020,7,2/15/2020,807.0,705.0,11.0,168.0,15.0,47.0,14.0,52.0,18.0,10.0,,132.0,42.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
449,Colorado,2020,8,2/22/2020,880.0,757.0,,179.0,28.0,39.0,10.0,49.0,10.0,18.0,,160.0,55.0,0.0,0.0,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
450,Colorado,2020,9,2/29/2020,842.0,742.0,,163.0,18.0,39.0,19.0,68.0,10.0,,,163.0,41.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
451,Colorado,2020,10,3/7/2020,820.0,717.0,,149.0,21.0,33.0,16.0,57.0,12.0,,,155.0,44.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
452,Colorado,2020,11,3/14/2020,818.0,712.0,10.0,161.0,19.0,39.0,15.0,54.0,,14.0,,150.0,41.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,
453,Colorado,2020,12,3/21/2020,889.0,778.0,16.0,168.0,29.0,37.0,22.0,60.0,14.0,12.0,,155.0,39.0,16.0,11.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
454,Colorado,2020,13,3/28/2020,857.0,778.0,10.0,152.0,12.0,55.0,21.0,58.0,16.0,,,169.0,44.0,46.0,44.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
455,Colorado,2020,14,4/4/2020,965.0,887.0,18.0,178.0,26.0,50.0,15.0,52.0,18.0,12.0,,154.0,42.0,129.0,124.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
456,Colorado,2020,15,4/11/2020,1095.0,986.0,11.0,165.0,28.0,47.0,14.0,49.0,23.0,,,174.0,39.0,213.0,199.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
457,Colorado,2020,16,4/18/2020,1095.0,996.0,,172.0,26.0,65.0,,63.0,12.0,15.0,11.0,174.0,48.0,211.0,191.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
458,Colorado,2020,17,4/25/2020,1053.0,943.0,,171.0,24.0,54.0,12.0,54.0,12.0,11.0,14.0,156.0,37.0,210.0,191.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
459,Colorado,2020,18,5/2/2020,981.0,882.0,,146.0,11.0,39.0,10.0,42.0,15.0,,20.0,161.0,42.0,173.0,159.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
460,Colorado,2020,19,5/9/2020,903.0,805.0,,129.0,27.0,33.0,,35.0,13.0,,32.0,150.0,42.0,137.0,125.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
461,Colorado,2020,20,5/16/2020,881.0,795.0,,156.0,20.0,43.0,,49.0,14.0,,36.0,137.0,48.0,95.0,80.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
462,Colorado,2020,21,5/23/2020,841.0,773.0,12.0,141.0,22.0,30.0,,36.0,,,49.0,177.0,38.0,90.0,77.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,
463,Colorado,2020,22,5/30/2020,822.0,751.0,,143.0,19.0,35.0,,45.0,14.0,,48.0,131.0,44.0,76.0,67.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
464,Colorado,2020,23,6/6/2020,802.0,741.0,,142.0,22.0,40.0,,44.0,10.0,,80.0,129.0,28.0,59.0,45.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
465,Colorado,2020,24,6/13/2020,776.0,717.0,,143.0,20.0,31.0,,46.0,13.0,,64.0,134.0,33.0,58.0,47.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
466,Colorado,2020,25,6/20/2020,714.0,671.0,,133.0,10.0,23.0,,37.0,15.0,10.0,72.0,127.0,38.0,28.0,22.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
467,Colorado,2020,26,6/27/2020,422.0,405.0,,73.0,12.0,27.0,,25.0,,,51.0,76.0,32.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
468,Connecticut,2019,1,1/5/2019,631.0,592.0,12.0,127.0,17.0,15.0,,22.0,,,13.0,161.0,31.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,
469,Connecticut,2019,2,1/12/2019,628.0,575.0,,128.0,14.0,26.0,17.0,27.0,,12.0,,158.0,26.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,,,
470,Connecticut,2019,3,1/19/2019,627.0,586.0,19.0,122.0,18.0,12.0,17.0,46.0,12.0,15.0,,148.0,27.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
471,Connecticut,2019,4,1/26/2019,734.0,688.0,15.0,144.0,24.0,25.0,23.0,29.0,10.0,21.0,,171.0,29.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
472,Connecticut,2019,5,2/2/2019,657.0,614.0,12.0,133.0,16.0,21.0,15.0,40.0,14.0,18.0,,152.0,24.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
473,Connecticut,2019,6,2/9/2019,689.0,629.0,14.0,145.0,20.0,30.0,16.0,34.0,13.0,,,170.0,26.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
474,Connecticut,2019,7,2/16/2019,670.0,614.0,13.0,101.0,23.0,17.0,15.0,30.0,10.0,22.0,,176.0,35.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
475,Connecticut,2019,8,2/23/2019,681.0,633.0,14.0,138.0,15.0,22.0,22.0,32.0,14.0,12.0,12.0,151.0,22.0,0.0,0.0,,,,,,,,,,,,,,,
476,Connecticut,2019,9,3/2/2019,653.0,601.0,17.0,119.0,12.0,18.0,13.0,30.0,13.0,,,164.0,28.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
477,Connecticut,2019,10,3/9/2019,644.0,587.0,18.0,131.0,20.0,12.0,13.0,31.0,12.0,15.0,,142.0,30.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
478,Connecticut,2019,11,3/16/2019,677.0,627.0,14.0,129.0,10.0,31.0,27.0,30.0,15.0,13.0,,162.0,23.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
479,Connecticut,2019,12,3/23/2019,682.0,625.0,10.0,137.0,14.0,25.0,12.0,31.0,10.0,12.0,,170.0,31.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
480,Connecticut,2019,13,3/30/2019,629.0,569.0,15.0,121.0,13.0,18.0,13.0,38.0,14.0,,,143.0,33.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
481,Connecticut,2019,14,4/6/2019,636.0,579.0,14.0,118.0,18.0,24.0,17.0,30.0,,12.0,12.0,139.0,22.0,0.0,0.0,Suppressed (counts 1-9),,,,,,,,,,,,,,
482,Connecticut,2019,15,4/13/2019,656.0,610.0,17.0,134.0,23.0,11.0,16.0,29.0,12.0,19.0,,146.0,40.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
483,Connecticut,2019,16,4/20/2019,598.0,561.0,16.0,111.0,15.0,28.0,13.0,35.0,,17.0,16.0,146.0,25.0,0.0,0.0,Suppressed (counts 1-9),,,,,,,,,,,,,,
484,Connecticut,2019,17,4/27/2019,609.0,563.0,13.0,139.0,13.0,13.0,,30.0,15.0,14.0,,133.0,33.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,,,,
485,Connecticut,2019,18,5/4/2019,613.0,562.0,17.0,125.0,11.0,17.0,16.0,23.0,15.0,13.0,,151.0,20.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
486,Connecticut,2019,19,5/11/2019,578.0,515.0,13.0,109.0,12.0,17.0,11.0,18.0,11.0,11.0,,132.0,29.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
487,Connecticut,2019,20,5/18/2019,574.0,534.0,10.0,121.0,16.0,21.0,,33.0,10.0,,,154.0,13.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,
488,Connecticut,2019,21,5/25/2019,586.0,532.0,12.0,136.0,17.0,11.0,,31.0,,14.0,,141.0,26.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,,,,
489,Connecticut,2019,22,6/1/2019,558.0,511.0,,116.0,,20.0,11.0,23.0,,12.0,,130.0,23.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
490,Connecticut,2019,23,6/8/2019,666.0,589.0,16.0,140.0,19.0,16.0,23.0,35.0,10.0,15.0,13.0,119.0,34.0,0.0,0.0,,,,,,,,,,,,,,,
491,Connecticut,2019,24,6/15/2019,537.0,491.0,,119.0,18.0,15.0,,30.0,10.0,16.0,,114.0,25.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
492,Connecticut,2019,25,6/22/2019,538.0,493.0,10.0,109.0,,12.0,,36.0,,11.0,,127.0,32.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,
493,Connecticut,2019,26,6/29/2019,591.0,533.0,10.0,125.0,15.0,18.0,,24.0,14.0,,,134.0,29.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,
494,Connecticut,2019,27,7/6/2019,589.0,525.0,11.0,119.0,15.0,17.0,10.0,26.0,12.0,11.0,,137.0,32.0,0.0,0.0,,Suppressed (counts 1-9),,,,,,,,,,,,,
495,Connecticut,2019,28,7/13/2019,591.0,532.0,11.0,120.0,15.0,21.0,10.0,32.0,,13.0,,142.0,30.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,,
496,Connecticut,2019,29,7/20/2019,560.0,501.0,,133.0,12.0,13.0,,16.0,13.0,13.0,,124.0,19.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
497,Connecticut,2019,30,7/27/2019,588.0,522.0,11.0,129.0,,24.0,,22.0,11.0,11.0,,141.0,19.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,
498,Connecticut,2019,31,8/3/2019,560.0,504.0,,128.0,10.0,19.0,,30.0,,10.0,10.0,124.0,27.0,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
499,Connecticut,2019,32,8/10/2019,596.0,522.0,12.0,127.0,14.0,,,22.0,11.0,,,150.0,26.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,
500,Connecticut,2019,33,8/17/2019,557.0,496.0,,125.0,,16.0,10.0,16.0,,,,130.0,16.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
501,Connecticut,2019,34,8/24/2019,565.0,496.0,,119.0,12.0,21.0,,22.0,13.0,12.0,,116.0,17.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
502,Connecticut,2019,35,8/31/2019,591.0,522.0,,128.0,15.0,20.0,,18.0,,,,132.0,20.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
503,Connecticut,2019,36,9/7/2019,562.0,506.0,10.0,98.0,15.0,18.0,10.0,38.0,,,,131.0,30.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
504,Connecticut,2019,37,9/14/2019,551.0,506.0,12.0,140.0,16.0,10.0,10.0,20.0,,,,125.0,23.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
505,Connecticut,2019,38,9/21/2019,596.0,539.0,,119.0,19.0,16.0,,19.0,12.0,,11.0,131.0,26.0,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
506,Connecticut,2019,39,9/28/2019,563.0,505.0,13.0,123.0,14.0,15.0,,28.0,,16.0,,122.0,15.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,,,,
507,Connecticut,2019,40,10/5/2019,579.0,516.0,,119.0,17.0,16.0,,18.0,,11.0,,155.0,27.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
508,Connecticut,2019,41,10/12/2019,576.0,535.0,11.0,137.0,12.0,17.0,12.0,20.0,12.0,,,130.0,23.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,
509,Connecticut,2019,42,10/19/2019,603.0,550.0,,133.0,13.0,16.0,,24.0,10.0,14.0,,120.0,40.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
510,Connecticut,2019,43,10/26/2019,555.0,504.0,13.0,113.0,,19.0,,17.0,,,,121.0,32.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,
511,Connecticut,2019,44,11/2/2019,611.0,547.0,12.0,142.0,17.0,19.0,,15.0,,10.0,11.0,124.0,18.0,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,,,,
512,Connecticut,2019,45,11/9/2019,602.0,546.0,,122.0,11.0,20.0,,15.0,10.0,14.0,,155.0,25.0,0.0,0.0,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
513,Connecticut,2019,46,11/16/2019,639.0,594.0,10.0,132.0,16.0,22.0,13.0,24.0,10.0,,13.0,153.0,26.0,0.0,0.0,,,Suppressed (counts 1-9),,,,,,,,,,,,
